item_number,item_description,product_category,sheet_source,order,stock,price,has_pricing,has_stock_info
15689,MUSTARD OIL (KACHI GHANI) 6X2L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15690,MUSTARD OIL (KACHI GHANI) 4X5L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15693,TAJ MAHAL TEA 24X450G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15699,GM ALPHONSO MANGO PULP 6X850G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15709,TOK GOOSEBERRY (AMLA) 28X400G,Frozen,FROZEN PRODUCTS,,,,FALSE,FALSE
15712,SALT 25X1KG,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15719,GM CRYSTAL SONA MASOORI RICE 3X20LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15726,AMLA MURABBA 12X1KG,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15728,PATANJALI WHOLE WHEAT AATA 2X20LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15729,HOI MOMO (VEG DARJEELING STREET STYLE) 24X390G,Frozen,FROZEN PRODUCTS,,,,FALSE,FALSE
15731,CHATPATA AATA NOODLES 96X60G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15732,SOSYO JUICY MANGO FRUIT DRINK (PET BOTTLE) 24X300ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15743,SOSYO LEMEE LEMON DRINK CAN 24X250ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15744,PARLIAMENT PARABOILED(SELLA) BASMATI RICE 2X20LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15746,SOSYO POWER UP DRINK CAN 24X250ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15747,PINENUT 55LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
15750,HAJOORI INDIAN CLUB SODA GLASS BOTTLE 12X250ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15752,SOSYO POWER UP DRINK GLASS BOTTLE 12X300ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15753,SOSYO LEMEE LEMON DRINK GLASS BOTTLE 12X300ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15754,OPENER GINGER DRINK GLASS BOTTLE 12X250ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15756,OPENER NIMBU (LEMN SODA) DRINK GLASS BOTTLE 12X250ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15757,SOSYO JUICY LITCHI FRUIT DRINK (PET BOTTLE) 24X300ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15758,SOSYO JUICY GUAVA FRUIT DRINK (PET BOTTLE) 24X300ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15783,GM BESAN FLOUR 5X8LB (14754),Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15785,CHILLI POWDER 16X7OZ (200G),Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
15786,JAV 50X100G,Non-Food,NON-FOOD PRODUCTS,,0,25,TRUE,TRUE
15789,SOSYO JUICY LEMON FRUIT DRINK (PET BOTTLE) 24X300ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15792,GM FRIED ONIONS 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15795,TOK PALAKKAD GRATED COCONUT 4X454G (1816G) (VALUE PACK),Frozen,FROZEN PRODUCTS,,,,FALSE,FALSE
15796,GM BLACK BEANS 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15797,GM PINTO BEANS 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15801,PARLIAMENT BROWN BASMATI RICE (JAR) 4X10LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15922,CRYSTALIZED GINGER 44LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
15928,GARAM MASALA POWDER 50LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
15928,GARAM MASALA POWDER PP,Main Page,MAIN PAGE,,,,FALSE,FALSE
15929,GM SATTU FLOUR 20X1LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15931,GM RAGI FLOUR ROASTED 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15935,GM (SI) JAGGERY GRANULES 12X700G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15947,GM WHITE CORN FLOUR 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15948,LAMI. 5X7 GANPATI 12/CS,Non-Food,NON-FOOD PRODUCTS,,4,12,TRUE,TRUE
15949,NYLON SEV 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15950,DRY PATRA 20X300G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15951,GM SAGO SMALL (TAPIOCA PEARLS) 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15952,SUNFLOWER OIL 20L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15954,CHATPATA BAJRI KHAKHARA 15X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15955,PLAIN KHARI 12X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15956,RED CHILLI KHICHIYA 10X500G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15958,MANCHURIAN NOODLES 24X244G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15959,HERBAL NATURAL TEA 30X5G (50 BOX),Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15962,GARLIC BREAD KHAKHARA 15X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15964,MARI (BLACK PEPPER) BHAKHARI 30X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15965,PLAIN BHAKHARI 30X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15969,KEWRA ESSENCE 10X20ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15976,ATTA MASALA NOODLES 30X280G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15978,CHICKEN NOODLES 30X280G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15981,JUBILEE REFINED SUNFLOWER OIL 4X5L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15982,JUBILEE MUSTARD OIL 12X1L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15983,ORGANIC TATTVA BIRYANI BASMATI RICE 4X10LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
15984,FIERY CHILLI NOODLES 30X240G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
15986,ANNAPURNA MULTIGRAIN ATTA 4X10LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
15990,PARLIAMENT BIRYANI RICE 40LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16018,KUSHI JEERASAMBA GHEE RICE (AMBE MOHAR) 4X10LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16022,ALLINONE MUKHWAS 6X6X230G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16026,MANCHURIAN NOODLES 36X240G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16030,SINGAPORE CURRY NOODLES 36X240G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16038,DOUBLE ROASTED MUKHWAS 3X6X190G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16060,GUTLI SACHET 50X50X110G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16067,GM INDIAN SUGAR 40X1LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16071,MAHARAJA MUKHWAS 3X10X160G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16072,GM INDIAN SUGAR 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16073,GM INDIAN SUGAR 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16075,SUNFLOWER OIL 12X1LTR (32OZ),Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
16076,RAGI FLOUR 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
16077,RICE FLOUR 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
16079,HIMALAYAN CRYSTAL SALT 12X2LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
16081,GM LADOO BESAN FLOUR 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16082,GM LADOO BESAN FLOUR 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16083,CHANA DAL 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
16084,BROWN CHANA 10X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
16105,CALCUTTA MITHA PAN 12JARX210G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16109,RAJA CHUNA 72X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16110,RAJA CHUNA 144X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16111,FALOODA SEV WHITE 12X50G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16112,FALOODA SEV WHITE 20X500G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16113,THANDA MITHA PAN 3X6X160G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16114,UNROASTED VERMICELLI 15X875G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16141,CINNAMON POWDER 55LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
16143,KALONJI SEED PP,Main Page,MAIN PAGE,,,,FALSE,FALSE
16143,KALONJI SEED (BLACK ONION SEEDS) 50LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
16144,GM BHUNGRA COLOR 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16145,GM (KHICHIYA) RICE CRACKERS PLAIN 10X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16146,GM (KHICHIYA) RICE CRACKERS JEERA 10X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16147,GM (KHICHIYA) RICE CRACKERS GREEN CHILLY 10X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16160,TOMATO SOUP 48X55G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16164,MIX VEG. SOUP 48X55G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16166,MASALA PENNE PAZZTA 48X139G,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
16167,MUSHROOM PENNE PAZZTA 96X64G,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
16186,MANGO CHAPLAM 3X6X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16189,CHUHARA PACHAK 3X6X275G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16199,IRON KADAI #1 10/CS,Non-Food,NON-FOOD PRODUCTS,,26,32,TRUE,TRUE
16200,BRASS KATORI (VATI) 12/CS,Non-Food,NON-FOOD PRODUCTS,,6,48,TRUE,TRUE
16203,PUDINA VATI 3X6X280G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16206,MATAJI SHRINGAR KIT 24/CS,Non-Food,NON-FOOD PRODUCTS,,19,42,TRUE,TRUE
16207,S.S PATTI THALI #10 20/CS,Non-Food,NON-FOOD PRODUCTS,,13,42,TRUE,TRUE
16208,S.S PATTI THALI #14 12/CS,Non-Food,NON-FOOD PRODUCTS,,38,45,TRUE,TRUE
16210,S.S SADI THALI #14 12/CS,Non-Food,NON-FOOD PRODUCTS,,8,45,TRUE,TRUE
16212,COTTON POOJA TOWEL RED 12/CS,Non-Food,NON-FOOD PRODUCTS,,60,24,TRUE,TRUE
16214,S.S SADI THALI #10 20/CS,Non-Food,NON-FOOD PRODUCTS,,11.8,45,TRUE,TRUE
16215,COPPER PLATE #3 12/CS,Non-Food,NON-FOOD PRODUCTS,,24,30,TRUE,TRUE
16216,INCENSE STICK SAIFLORA 80/BX,Non-Food,NON-FOOD PRODUCTS,,25,60,TRUE,TRUE
16217,BEATRIZ PAN DELIGHT CANDY 30X100X280G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16223,"PLASTIC CARROM BOARD 18"" 6/CS",Non-Food,NON-FOOD PRODUCTS,,0,36,TRUE,TRUE
16227,WOODEN POLPAT #9/10 10/CS,Non-Food,NON-FOOD PRODUCTS,,38,42,TRUE,TRUE
16228,PARLIAMENT DAILY DELIGHT RICE 4X10LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16232,MANGO AAM PAPAD 3X6X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16234,KACCHA AAM PAPAD 3X6X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16235,PERU AAM PAPAD 3X6X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16236,MANGO BLISS 3X6X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16238,DRY FRUIT MUKHWAS 3X6X170G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16239,PEANUT CHIKKI (PILLOW PACK) 30X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16240,TIL CHIKKI PILLOW PACK 30X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16241,RAJGIRA CHIKKI (PILLOW PACK) 30X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16242,CRUSHED PEANUT CHIKKI (PILLOW PACK) 30X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16243,3IN1 PEANUT CHIKKI (PILLOW PACK) 30X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16244,BUTTERSCOTCH PEANUT CHIKKI (PILLOW PACK) 30X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16246,RASRAJ TUKDA 3X6X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16247,HAJMA AWLA 3X6X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16248,CHATPAT AWLA 3X6X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16260,PATANJALI HONEY 40X250G,Non-Food,NON-FOOD PRODUCTS,,0,75,TRUE,TRUE
16261,PATANJALI HONEY 20X500G,Non-Food,NON-FOOD PRODUCTS,,0,74,TRUE,TRUE
16262,PATANJALI HONEY 12X1KG,Non-Food,NON-FOOD PRODUCTS,,0,84,TRUE,TRUE
16268,BERRY BEST 3X6X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16272,RECTANGULAR 5 COMPARTMENT PLATE (PLASTIC) 300/CS,Non-Food,NON-FOOD PRODUCTS,,42,60,TRUE,TRUE
16274,GM STAR ANISE SEED 5X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16275,RECTANGULAR 6 COMPARTMENT PLATE (PLASTIC) 50PCX6PKT 300/CS,Non-Food,NON-FOOD PRODUCTS,,44,70,TRUE,TRUE
16276,GM RED CHILLI WHOLE STEMLESS 5X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16277,ELLU URANDAI (WHITE SESAME BALLS) 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16279,WOOD COLD PRESSED GINGELLY OIL 4X5L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16280,GINGELLY OIL 10X1L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16281,GM DALIA (ROASTED GRAM) SPLIT 5X8LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16282,GINGELLY OIL 4X5L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16285,LEMON CHILLI 135X48G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16286,CLASSIC SALTED 135X48G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16287,GM MACE WHOLE (JAVITRI) 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16288,HOT N SWEET CHILLI 135X48G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16289,GM PICKLE MASALA 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16290,AMARNATH MILLET (RAJGIRA) SOUR CREAM CRIPS 20X60G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16291,GM SABUDANA 5X8LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16292,GM SHAH JEERA 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16293,GM TURMERIC POWDER 5X8LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16294,DAGAD PHOOL (KALPASI) 22LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
16295,SHAH JEERA PP,Main Page,MAIN PAGE,,,,FALSE,FALSE
16295,SHAH JEERA,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
16296,MADRAS LENTIL HING JEERA CRISPS 20X60G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16297,NUTMEG POWDER 55LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
16298,AMCHUR POWDER (DRY MANGO POWDER) 55LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
16299,BASIL SEED WITH MANGO 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16301,BASIL SEED WITH LYCHEE 24X290ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16304,MEDJOOL DATES CALIFORNIA 4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16305,CHICK PEAS 6X100OZ,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16308,MADRAS LENTIL SRIRACHA CRISPS 20X60G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16310,GM BHAKHRI (COARSE WHEAT) FLOUR 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16324,KASHMIRI CHILLI POWDER 50/55LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
16327,QUINOA PAPRIKA CRISPS 20X60G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16356,OLYMPIC MUKHWAS 30X170G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16358,ABAJPATI GOLI 30x160G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16362,ROYAL MAGHAI PAN 35PCX12JARS,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16364,DRAXAVATI 30X160G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16375,7 SEEDS MIX 60X75G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16385,"SYNCO MANGO CARROM BOARD 66 27"" 1/CS",Non-Food,NON-FOOD PRODUCTS,,44,45,TRUE,TRUE
16386,"SYNCO MANGO CARROM BOARD 83 33"" 1/CS",Non-Food,NON-FOOD PRODUCTS,,24,70,TRUE,TRUE
16388,CRICKET BAT SELECT KW4000 10/CS,Non-Food,NON-FOOD PRODUCTS,,9,120,TRUE,TRUE
16389,CRICKET BAT CHAMPION KW6000 10/CS,Non-Food,NON-FOOD PRODUCTS,,5.7834,264,TRUE,TRUE
16392,CRICKET BAT HUNTER KW5000 10/CS,Non-Food,NON-FOOD PRODUCTS,,9.0001,180,TRUE,TRUE
16393,WOODEN CRICKET SET DUCO 10/CS,Non-Food,NON-FOOD PRODUCTS,,1,100,TRUE,TRUE
16395,SYNCO SPRING BACK CRICKET STUMPS 2 SET/CS,Non-Food,NON-FOOD PRODUCTS,,0.5,45,TRUE,TRUE
16400,SYNCO TOURNAMENT CARROM BOARD 12MM 1PC/CS,Non-Food,NON-FOOD PRODUCTS,,0,85,TRUE,TRUE
16401,"SYNCO WINIT CARROM SUPER FAST IMPORTED PLY 3""X1.5"" 8MM",Non-Food,NON-FOOD PRODUCTS,,75,80,TRUE,TRUE
16402,"SYNCO CARROM KIRON SUPER MEDIUM 3""X1.5"" IMPORTED PLY 6MM",Non-Food,NON-FOOD PRODUCTS,,211,75,TRUE,TRUE
16403,"SYNCO WINIT CARROM MEDIUM INDIAN PLY 3""X1.5"" 4 MM",Non-Food,NON-FOOD PRODUCTS,,55,50,TRUE,TRUE
16407,SYNCO CARROM STAND 4/CS,Non-Food,NON-FOOD PRODUCTS,,0,85,TRUE,TRUE
16410,PLATINUM GENIUS CARROM BOARD SERIES 1PC/CS,Non-Food,NON-FOOD PRODUCTS,,0,200,TRUE,TRUE
16417,WHITE PEPPER POWDER 55LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
16419,STRIKER OF COLORED BALL TYPE - 1 PC,Non-Food,NON-FOOD PRODUCTS,,14,24,TRUE,TRUE
16420,STRIKER OF VICTORY 12/CS,Non-Food,NON-FOOD PRODUCTS,,12,15,TRUE,TRUE
16421,STRIKER OF SUPER SHOT,Non-Food,NON-FOOD PRODUCTS,,26.6667,33,TRUE,TRUE
16423,SYNCO PREMIUM CARROM MEN SET,Non-Food,NON-FOOD PRODUCTS,,0,10,TRUE,TRUE
16424,CARROM STRIKER FOR PRACTICE,Non-Food,NON-FOOD PRODUCTS,,22.4167,12,TRUE,TRUE
16431,MASALA NOODLES 16X480G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16434,EGG HAKKA NOODLES 48X160G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16435,VEG HAKKA NOODLES 48X160G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16446,PAPAD CHAVANU 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16447,CHAPATA CHANA 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16449,AASHIRVAAD ATTA SELECT 2X22LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16458,MAGIC MASALA 135X48G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16459,SPANISH TANGY TOMATO 135X48G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16468,ORGANIC TATTVA SONA MASURI BROWN RICE 6X4LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
16487,MINI BHAKARWADI 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16494,MILK RUSK 12X600G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16506,RAKHI GOTA(12 PCS PKT) 100/CS,Non-Food,NON-FOOD PRODUCTS,,17.37,45,TRUE,TRUE
16507,RAKHI CARD 10X1PKT(500/CS),Non-Food,NON-FOOD PRODUCTS,,0,200,TRUE,TRUE
16508,S.S SB KADAI SET (11 TO 15) 4SET/CS,Non-Food,NON-FOOD PRODUCTS,,26,200,TRUE,TRUE
16510,MARBLE KHALBATTA BIG 6/CS,Non-Food,NON-FOOD PRODUCTS,,1,48,TRUE,TRUE
16511,MARBLE KHALBATTA MEDIUM 10/CS,Non-Food,NON-FOOD PRODUCTS,,0,55,TRUE,TRUE
16512,MARBLE KHALBATTA SMALL 12/CS,Non-Food,NON-FOOD PRODUCTS,,0,48,TRUE,TRUE
16513,COTTON JANOI (PK OF2) 100/CS,Non-Food,NON-FOOD PRODUCTS,,61.25,25,TRUE,TRUE
16515,COTTON RED NADACHHDI 100/CS,Non-Food,NON-FOOD PRODUCTS,,43,35,TRUE,TRUE
16517,HALDI KUMKUM POUCH (GOPURAM) 10X100/CS,Non-Food,NON-FOOD PRODUCTS,,12,60,TRUE,TRUE
16525,GM JUWAR (DADAR GOTI) FLOUR 5X8LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16551,HAWKINS CLASSIC 8L,Non-Food,NON-FOOD PRODUCTS,,0,34,TRUE,TRUE
16552,HAWKINS SS CONTURA COOKER 5L,Non-Food,NON-FOOD PRODUCTS,,24,42,TRUE,TRUE
16555,PRESTIGE POPULAR 7.5L,Non-Food,NON-FOOD PRODUCTS,,0,36,TRUE,TRUE
16558,GM MOTH WHOLE 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16559,GM MOTH WHOLE 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16586,CARROM COINS COLOR (G.F.C),Non-Food,NON-FOOD PRODUCTS,,0,9,TRUE,TRUE
16588,SUMO CARROM MEN SET,Non-Food,NON-FOOD PRODUCTS,,266,4.5,TRUE,TRUE
16608,GM SPIRITUAL PRAYER MSL 12X12X15G,Non-Food,NON-FOOD PRODUCTS,,19,60,TRUE,TRUE
16609,GM KRISHNA LEELA MSL 12X12X15G,Non-Food,NON-FOOD PRODUCTS,,20,60,TRUE,TRUE
16610,GM OM SAI FLORA MSL 12X12X15G,Non-Food,NON-FOOD PRODUCTS,,67.9931,60,TRUE,TRUE
16611,GM YOGA MEDITATION MSL 12X12X15G,Non-Food,NON-FOOD PRODUCTS,,56.9931,60,TRUE,TRUE
16613,GM DIVINE NAVRATRI MSL 12X12X15G,Non-Food,NON-FOOD PRODUCTS,,22.9931,60,TRUE,TRUE
16614,GM BLOSSOM MSL 12X12X1G,Non-Food,NON-FOOD PRODUCTS,,40.9098,60,TRUE,TRUE
16615,GM TULIP VALLEY MSL 12X12X15G,Non-Food,NON-FOOD PRODUCTS,,33.9167,60,TRUE,TRUE
16616,GM YAGNA WOODS MSL 12X12X15G,Non-Food,NON-FOOD PRODUCTS,,29.9931,60,TRUE,TRUE
16617,GM SAFFRON SANDAL MSL 12X12X15G,Non-Food,NON-FOOD PRODUCTS,,6.9931,60,TRUE,TRUE
16619,CRAVOVA MOJITOS PASSION FRUIT DRINK (TIN) 24X250ML,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16621,GULAB JAMUN PARTY PACK 4X75PCS (3.6KG),Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16625,WOOD COLD PRESSED GINGELLY OIL 8X2L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16626,INSTANT (UNSWEETENED) GINGER TEA 24X140G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16666,ASHWIN PHARMA LINSEED OIL 12X100ML,Non-Food,NON-FOOD PRODUCTS,,0,15,TRUE,TRUE
16675,INSTANT COFFEE JAR 12X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16676,GINGELLY OIL 6X2L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16677,BARNYARD MILLETS 18X907G (2LB),Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16678,FOXTAIL MILLETS 18X907G (2LB),Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16695,WHOLE WHEAT ATTA 2X20LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
16731,LITTLE MILLETS 18X907G (2LB),Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16737,ONION POWDER PP,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
16738,GM BLACK EYE PEAS 5X8LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
16739,THE HOLY SRIRACHA EXTRA HOT SAUCE 12X825G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
16754,AMBIKA APPALAM NO. 3 60X225G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
